question,options,correct_answer,response,probabilities
तीस साल पहले अमेरिका के बड़े शहरों में परिवहन का सबसे लोकप्रिय साधन कौन सा था?,"कार, बस, रेलगाडी, मेट्रो, साइकिल, विमान, जहाज, नाव",कार,रेलगाडी,"{'साइकिल': 0.23, 'रेलगाडी': 0.23, 'मेट्रो': 0.2, 'विमान': 0.14, 'जहाज': 0.09, 'नाव': 0.05, 'कार': 0.05, 'बस': 0.02}"
तीस साल पहले चीन के बड़े शहरों में परिवहन का सबसे लोकप्रिय साधन कौन सा था?,"कार, बस, रेलगाडी, मेट्रो, साइकिल, विमान, जहाज, नाव",साइकिल,रेलगाडी,"{'रेलगाडी': 0.23, 'मेट्रो': 0.23, 'साइकिल': 0.21, 'विमान': 0.14, 'जहाज': 0.09, 'कार': 0.05, 'नाव': 0.04, 'बस': 0.02}"
तीस साल पहले भारत के बड़े शहरों में परिवहन का सबसे लोकप्रिय साधन कौन सा था?,"कार, बस, रेलगाडी, मेट्रो, साइकिल, विमान, जहाज, नाव","बस, रेलगाडी",रेलगाडी,"{'रेलगाडी': 0.23, 'मेट्रो': 0.22, 'साइकिल': 0.2, 'विमान': 0.14, 'जहाज': 0.11, 'नाव': 0.04, 'कार': 0.04, 'बस': 0.02}"
तीस साल पहले ईरान के बड़े शहरों में परिवहन का सबसे लोकप्रिय साधन कौन सा था?,"कार, बस, रेलगाडी, मेट्रो, साइकिल, विमान, जहाज, नाव",कार,साइकिल,"{'साइकिल': 0.23, 'मेट्रो': 0.23, 'रेलगाडी': 0.22, 'विमान': 0.13, 'जहाज': 0.1, 'नाव': 0.04, 'कार': 0.04, 'बस': 0.02}"
तीस साल पहले केन्या के बड़े शहरों में परिवहन का सबसे लोकप्रिय साधन कौन सा था?,"कार, बस, रेलगाडी, मेट्रो, साइकिल, विमान, जहाज, नाव","बस, कार",साइकिल,"{'साइकिल': 0.24, 'रेलगाडी': 0.22, 'मेट्रो': 0.21, 'विमान': 0.12, 'जहाज': 0.1, 'कार': 0.05, 'नाव': 0.04, 'बस': 0.02}"
तीस साल पहले अमेरिका के बड़े शहरों में परिवहन का सबसे लोकप्रिय साधन कौन सा था?,"कार, बस, रेलगाडी, मेट्रो, साइकिल, विमान, जहाज, नाव","कार, बस",रेलगाडी,"{'रेलगाडी': 0.22, 'मेट्रो': 0.22, 'साइकिल': 0.21, 'विमान': 0.17, 'जहाज': 0.08, 'कार': 0.05, 'नाव': 0.04, 'बस': 0.02}"
क्या अमेरिका में घरों में नौकर रखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या चीन में घरों में नौकर रखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या भारत में घरों में नौकर रखना दुर्लभ या आम है?,"आम, दुर्लभ",आम,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या ईरान में घरों में नौकर रखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
क्या केन्या में घरों में नौकर रखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.96, 'आम': 0.04}"
क्या अमेरिका में घरों में नौकर रखना दुर्लभ या आम है?,"आम, दुर्लभ",दुर्लभ,दुर्लभ,"{'दुर्लभ': 0.95, 'आम': 0.05}"
अमेरिका किस जलवायु क्षेत्र से संबंधित है?,"समशीतोष्ण, उष्णकटिबंधीय, सूखा, महाद्वीपीय, ध्रुवीय",समशीतोष्ण,उष्णकटिबंधीय,"{'उष्णकटिबंधीय': 0.28, 'महाद्वीपीय': 0.25, 'समशीतोष्ण': 0.24, 'ध्रुवीय': 0.18, 'सूखा': 0.05}"
चीन किस जलवायु क्षेत्र से संबंधित है?,"समशीतोष्ण, उष्णकटिबंधीय, सूखा, महाद्वीपीय, ध्रुवीय",समशीतोष्ण,उष्णकटिबंधीय,"{'उष्णकटिबंधीय': 0.3, 'महाद्वीपीय': 0.25, 'समशीतोष्ण': 0.22, 'ध्रुवीय': 0.18, 'सूखा': 0.05}"
भारत किस जलवायु क्षेत्र से संबंधित है?,"समशीतोष्ण, उष्णकटिबंधीय, सूखा, महाद्वीपीय, ध्रुवीय",उष्णकटिबंधीय,उष्णकटिबंधीय,"{'उष्णकटिबंधीय': 0.31, 'महाद्वीपीय': 0.24, 'समशीतोष्ण': 0.23, 'ध्रुवीय': 0.18, 'सूखा': 0.04}"
ईरान किस जलवायु क्षेत्र से संबंधित है?,"समशीतोष्ण, उष्णकटिबंधीय, सूखा, महाद्वीपीय, ध्रुवीय",समशीतोष्ण,उष्णकटिबंधीय,"{'उष्णकटिबंधीय': 0.27, 'महाद्वीपीय': 0.26, 'समशीतोष्ण': 0.24, 'ध्रुवीय': 0.18, 'सूखा': 0.05}"
केन्या किस जलवायु क्षेत्र से संबंधित है?,"समशीतोष्ण, उष्णकटिबंधीय, सूखा, महाद्वीपीय, ध्रुवीय",उष्णकटिबंधीय,उष्णकटिबंधीय,"{'उष्णकटिबंधीय': 0.31, 'समशीतोष्ण': 0.24, 'महाद्वीपीय': 0.23, 'ध्रुवीय': 0.17, 'सूखा': 0.05}"
अमेरिका किस जलवायु क्षेत्र से संबंधित है?,"समशीतोष्ण, उष्णकटिबंधीय, सूखा, महाद्वीपीय, ध्रुवीय",उष्णकटिबंधीय,उष्णकटिबंधीय,"{'उष्णकटिबंधीय': 0.29, 'समशीतोष्ण': 0.24, 'महाद्वीपीय': 0.24, 'ध्रुवीय': 0.18, 'सूखा': 0.05}"
कौन सा रंग अमेरिका में स्टॉक की कीमतों में वृद्धि का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",हरा,नारंगी,"{'बैंगनी': 0.22, 'नारंगी': 0.22, 'सफेद': 0.2, 'नीला': 0.14, 'काला': 0.08, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.04}"
कौन सा रंग चीन में स्टॉक की कीमतों में वृद्धि का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,बैंगनी,"{'बैंगनी': 0.23, 'नारंगी': 0.22, 'सफेद': 0.18, 'नीला': 0.14, 'काला': 0.08, 'पीला': 0.06, 'हरा': 0.05, 'लाल': 0.04}"
कौन सा रंग भारत में स्टॉक की कीमतों में वृद्धि का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",हरा,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.24, 'सफेद': 0.19, 'नीला': 0.13, 'काला': 0.08, 'लाल': 0.04, 'हरा': 0.04, 'पीला': 0.04}"
कौन सा रंग ईरान में स्टॉक की कीमतों में वृद्धि का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",हरा,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.22, 'सफेद': 0.21, 'नीला': 0.13, 'काला': 0.08, 'पीला': 0.05, 'हरा': 0.05, 'लाल': 0.04}"
कौन सा रंग केन्या में स्टॉक की कीमतों में वृद्धि का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",हरा,नारंगी,"{'नारंगी': 0.22, 'बैंगनी': 0.21, 'सफेद': 0.19, 'नीला': 0.14, 'काला': 0.1, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.03}"
कौन सा रंग अमेरिका में स्टॉक की कीमतों में वृद्धि का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",हरा,नारंगी,"{'नारंगी': 0.23, 'बैंगनी': 0.22, 'सफेद': 0.2, 'नीला': 0.15, 'काला': 0.08, 'लाल': 0.04, 'पीला': 0.04, 'हरा': 0.04}"
कौन सा रंग अमेरिका में स्टॉक की कीमतों में गिरावट का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.21, 'सफेद': 0.2, 'नीला': 0.14, 'काला': 0.08, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.04}"
कौन सा रंग चीन में स्टॉक की कीमतों में गिरावट का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",हरा,नारंगी,"{'नारंगी': 0.25, 'बैंगनी': 0.22, 'सफेद': 0.18, 'नीला': 0.13, 'काला': 0.08, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.03}"
कौन सा रंग भारत में स्टॉक की कीमतों में गिरावट का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,बैंगनी,"{'बैंगनी': 0.24, 'नारंगी': 0.22, 'सफेद': 0.19, 'नीला': 0.14, 'काला': 0.08, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.04}"
कौन सा रंग ईरान में स्टॉक की कीमतों में गिरावट का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,बैंगनी,"{'बैंगनी': 0.23, 'नारंगी': 0.23, 'सफेद': 0.2, 'नीला': 0.13, 'काला': 0.08, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.04}"
कौन सा रंग केन्या में स्टॉक की कीमतों में गिरावट का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.21, 'सफेद': 0.19, 'नीला': 0.13, 'काला': 0.1, 'हरा': 0.05, 'पीला': 0.05, 'लाल': 0.03}"
कौन सा रंग अमेरिका में स्टॉक की कीमतों में गिरावट का प्रतिनिधित्व करता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,नारंगी,"{'नारंगी': 0.25, 'बैंगनी': 0.2, 'सफेद': 0.2, 'नीला': 0.13, 'काला': 0.09, 'हरा': 0.05, 'पीला': 0.04, 'लाल': 0.04}"
अमेरिकी शादी में दुल्हन के पहनावे का रंग क्या होता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",सफेद,नारंगी,"{'सफेद': 0.23, 'नारंगी': 0.23, 'बैंगनी': 0.21, 'नीला': 0.13, 'काला': 0.07, 'लाल': 0.04, 'पीला': 0.04, 'हरा': 0.04}"
चीनी शादी में दुल्हन के पहनावे का रंग क्या होता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,बैंगनी,"{'बैंगनी': 0.25, 'नारंगी': 0.21, 'सफेद': 0.19, 'नीला': 0.14, 'काला': 0.07, 'पीला': 0.05, 'हरा': 0.04, 'लाल': 0.04}"
हिंदू शादी में दुल्हन के पहनावे का रंग क्या होता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",लाल,बैंगनी,"{'बैंगनी': 0.23, 'नारंगी': 0.22, 'सफेद': 0.2, 'नीला': 0.14, 'काला': 0.07, 'पीला': 0.06, 'हरा': 0.04, 'लाल': 0.04}"
फ़ारसी शादी में दुल्हन के पहनावे का रंग क्या होता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",सफेद,बैंगनी,"{'बैंगनी': 0.23, 'नारंगी': 0.22, 'सफेद': 0.19, 'नीला': 0.13, 'काला': 0.09, 'पीला': 0.06, 'हरा': 0.04, 'लाल': 0.04}"
केन्याी शादी में दुल्हन के पहनावे का रंग क्या होता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",सफेद,बैंगनी,"{'बैंगनी': 0.24, 'नारंगी': 0.22, 'सफेद': 0.2, 'नीला': 0.13, 'पीला': 0.06, 'काला': 0.06, 'लाल': 0.04, 'हरा': 0.04}"
अमेरिकी शादी में दुल्हन के पहनावे का रंग क्या होता है?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",सफेद,नारंगी,"{'नारंगी': 0.23, 'बैंगनी': 0.22, 'सफेद': 0.2, 'नीला': 0.14, 'काला': 0.09, 'पीला': 0.05, 'हरा': 0.04, 'लाल': 0.03}"
अंतिम संस्कार में अमेरिकी किस रंग की पोशाक पहनते हैं?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",काला,नारंगी,"{'नारंगी': 0.23, 'बैंगनी': 0.22, 'सफेद': 0.2, 'नीला': 0.14, 'काला': 0.09, 'पीला': 0.05, 'हरा': 0.04, 'लाल': 0.04}"
अंतिम संस्कार में चीनी किस रंग की पोशाक पहनते हैं?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",सफेद,नारंगी,"{'नारंगी': 0.25, 'बैंगनी': 0.22, 'सफेद': 0.18, 'नीला': 0.13, 'काला': 0.08, 'पीला': 0.05, 'हरा': 0.04, 'लाल': 0.04}"
अंतिम संस्कार में हिंदू किस रंग की पोशाक पहनते हैं?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",सफेद,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.22, 'सफेद': 0.19, 'नीला': 0.13, 'काला': 0.09, 'पीला': 0.07, 'लाल': 0.03, 'हरा': 0.03}"
अंतिम संस्कार में फ़ारसी किस रंग की पोशाक पहनते हैं?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",काला,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.22, 'सफेद': 0.18, 'नीला': 0.14, 'काला': 0.09, 'पीला': 0.06, 'हरा': 0.05, 'लाल': 0.03}"
अंतिम संस्कार में केन्याी किस रंग की पोशाक पहनते हैं?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",काला,नारंगी,"{'नारंगी': 0.24, 'बैंगनी': 0.23, 'सफेद': 0.2, 'नीला': 0.14, 'काला': 0.07, 'पीला': 0.06, 'हरा': 0.04, 'लाल': 0.03}"
अंतिम संस्कार में अमेरिकी किस रंग की पोशाक पहनते हैं?,"लाल, हरा, पीला, नीला, नारंगी, बैंगनी, काला, सफेद",काला,नारंगी,"{'नारंगी': 0.25, 'सफेद': 0.22, 'बैंगनी': 0.21, 'नीला': 0.12, 'काला': 0.08, 'पीला': 0.05, 'हरा': 0.04, 'लाल': 0.03}"
क्या एक अमेरिकी विवाह समारोह एक दिन से अधिक समय तक चलता है?,"कम, अधिक",कम,अधिक,"{'अधिक': 0.86, 'कम': 0.14}"
क्या चीनी विवाह समारोह एक दिन से अधिक समय तक चलता है?,"कम, अधिक",कम,अधिक,"{'अधिक': 0.89, 'कम': 0.11}"
क्या भारतीय विवाह समारोह एक दिन से अधिक समय तक चलता है?,"कम, अधिक",अधिक,अधिक,"{'अधिक': 0.88, 'कम': 0.12}"
क्या ईरानी विवाह समारोह एक दिन से अधिक समय तक चलता है?,"कम, अधिक",कम,अधिक,"{'अधिक': 0.89, 'कम': 0.11}"
क्या केन्याी विवाह समारोह एक दिन से अधिक समय तक चलता है?,"कम, अधिक",कम,अधिक,"{'अधिक': 0.92, 'कम': 0.08}"
क्या एक अमेरिकी विवाह समारोह एक दिन से अधिक समय तक चलता है?,"कम, अधिक",कम,अधिक,"{'अधिक': 0.85, 'कम': 0.15}"
