question,options,correct_answer,response,probabilities
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,rangi chungwa,"{'rangi chungwa': 0.35, 'nyekundu': 0.17, 'nyeupe': 0.12, 'samawati': 0.12, 'nyeusi': 0.12, 'manjano': 0.07, 'kijani': 0.05, 'urujuani': 0.02}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini China?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.35, 'nyekundu': 0.16, 'nyeupe': 0.15, 'nyeusi': 0.12, 'samawati': 0.1, 'manjano': 0.06, 'kijani': 0.02, 'urujuani': 0.02}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini India?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,rangi chungwa,"{'rangi chungwa': 0.28, 'nyekundu': 0.17, 'nyeusi': 0.16, 'nyeupe': 0.15, 'samawati': 0.14, 'manjano': 0.07, 'urujuani': 0.02, 'kijani': 0.01}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Uajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,rangi chungwa,"{'rangi chungwa': 0.32, 'nyekundu': 0.16, 'samawati': 0.14, 'nyeupe': 0.11, 'nyeusi': 0.11, 'manjano': 0.1, 'urujuani': 0.03, 'kijani': 0.02}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Kenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,rangi chungwa,"{'rangi chungwa': 0.26, 'nyekundu': 0.18, 'samawati': 0.16, 'nyeupe': 0.14, 'nyeusi': 0.12, 'manjano': 0.1, 'urujuani': 0.02, 'kijani': 0.01}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,rangi chungwa,"{'rangi chungwa': 0.32, 'nyekundu': 0.18, 'nyeupe': 0.13, 'samawati': 0.12, 'nyeusi': 0.11, 'manjano': 0.1, 'urujuani': 0.03, 'kijani': 0.02}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.29, 'nyekundu': 0.26, 'samawati': 0.13, 'nyeupe': 0.12, 'nyeusi': 0.11, 'manjano': 0.06, 'urujuani': 0.02, 'kijani': 0.01}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini China?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,rangi chungwa,"{'rangi chungwa': 0.29, 'nyekundu': 0.26, 'nyeupe': 0.11, 'nyeusi': 0.11, 'samawati': 0.11, 'manjano': 0.07, 'kijani': 0.02, 'urujuani': 0.02}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini India?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.38, 'nyekundu': 0.17, 'nyeupe': 0.11, 'samawati': 0.11, 'nyeusi': 0.11, 'manjano': 0.08, 'urujuani': 0.03, 'kijani': 0.01}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini uajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.26, 'nyekundu': 0.24, 'samawati': 0.14, 'nyeupe': 0.13, 'nyeusi': 0.11, 'manjano': 0.06, 'urujuani': 0.03, 'kijani': 0.02}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Kenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.34, 'nyekundu': 0.18, 'nyeusi': 0.12, 'nyeupe': 0.12, 'samawati': 0.11, 'manjano': 0.09, 'urujuani': 0.03, 'kijani': 0.01}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.3, 'nyekundu': 0.18, 'nyeupe': 0.16, 'samawati': 0.14, 'nyeusi': 0.13, 'manjano': 0.06, 'urujuani': 0.02, 'kijani': 0.01}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kimarekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.21, 'rangi chungwa': 0.19, 'samawati': 0.15, 'nyeupe': 0.14, 'manjano': 0.12, 'nyeusi': 0.12, 'urujuani': 0.04, 'kijani': 0.03}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kichina?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.23, 'rangi chungwa': 0.18, 'samawati': 0.14, 'nyeusi': 0.13, 'nyeupe': 0.12, 'urujuani': 0.11, 'manjano': 0.06, 'kijani': 0.03}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kihindi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.27, 'rangi chungwa': 0.19, 'samawati': 0.16, 'nyeusi': 0.13, 'nyeupe': 0.12, 'manjano': 0.07, 'urujuani': 0.03, 'kijani': 0.03}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kiajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,samawati,"{'samawati': 0.21, 'nyekundu': 0.2, 'rangi chungwa': 0.19, 'nyeupe': 0.13, 'nyeusi': 0.12, 'manjano': 0.07, 'kijani': 0.04, 'urujuani': 0.03}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kikenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.28, 'rangi chungwa': 0.18, 'samawati': 0.16, 'nyeupe': 0.13, 'nyeusi': 0.13, 'manjano': 0.07, 'kijani': 0.03, 'urujuani': 0.03}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kimarekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.23, 'rangi chungwa': 0.18, 'nyeupe': 0.14, 'samawati': 0.14, 'nyeusi': 0.12, 'manjano': 0.08, 'kijani': 0.07, 'urujuani': 0.04}"
Wamarekani huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,rangi chungwa,"{'rangi chungwa': 0.25, 'nyekundu': 0.24, 'nyeusi': 0.14, 'nyeupe': 0.14, 'samawati': 0.11, 'kijani': 0.05, 'manjano': 0.05, 'urujuani': 0.03}"
Wachina huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,rangi chungwa,"{'rangi chungwa': 0.25, 'nyekundu': 0.18, 'nyeupe': 0.14, 'samawati': 0.14, 'nyeusi': 0.13, 'manjano': 0.11, 'kijani': 0.03, 'urujuani': 0.02}"
Wahindi huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,rangi chungwa,"{'rangi chungwa': 0.28, 'nyekundu': 0.2, 'samawati': 0.17, 'nyeupe': 0.13, 'nyeusi': 0.12, 'manjano': 0.05, 'kijani': 0.02, 'urujuani': 0.02}"
Waajemi huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,rangi chungwa,"{'rangi chungwa': 0.25, 'nyekundu': 0.17, 'samawati': 0.15, 'nyeupe': 0.14, 'nyeusi': 0.14, 'manjano': 0.1, 'urujuani': 0.02, 'kijani': 0.02}"
Wakenya huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,rangi chungwa,"{'rangi chungwa': 0.24, 'nyekundu': 0.19, 'samawati': 0.17, 'nyeupe': 0.14, 'nyeusi': 0.14, 'manjano': 0.06, 'urujuani': 0.03, 'kijani': 0.03}"
Wamarekani huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.25, 'rangi chungwa': 0.2, 'nyeusi': 0.18, 'nyeupe': 0.15, 'samawati': 0.11, 'manjano': 0.05, 'urujuani': 0.03, 'kijani': 0.02}"
Je sherehe za harusi nchini Marekani huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.61, 'zaidi': 0.39}"
Je sherehe za harusi nchini China huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.62, 'zaidi': 0.38}"
Je sherehe za harusi nchini India huzidisha siku moja?,"chili, zaidi",zaidi,chili,"{'chili': 0.63, 'zaidi': 0.37}"
Je sherehe za harusi nchini Uajemi huzidisha siku moja?,"chili, zaidi",chili,zaidi,"{'zaidi': 0.74, 'chili': 0.26}"
Je sherehe za harusi nchini Kenya huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.62, 'zaidi': 0.38}"
Je sherehe za harusi nchini Marekani huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.61, 'zaidi': 0.39}"
