question,options,correct_answer,response,probabilities
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.33, 'manjano': 0.25, 'rangi chungwa': 0.21, 'urujuani': 0.1, 'samawati': 0.08, 'kijani': 0.02, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini China?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.43, 'nyekundu': 0.23, 'rangi chungwa': 0.2, 'urujuani': 0.08, 'samawati': 0.05, 'kijani': 0.01, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini India?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,manjano,"{'manjano': 0.4, 'nyekundu': 0.29, 'rangi chungwa': 0.13, 'urujuani': 0.08, 'samawati': 0.07, 'kijani': 0.03, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Uajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.29, 'rangi chungwa': 0.26, 'manjano': 0.25, 'urujuani': 0.11, 'samawati': 0.06, 'kijani': 0.02, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Kenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,manjano,"{'manjano': 0.33, 'nyekundu': 0.3, 'rangi chungwa': 0.22, 'urujuani': 0.08, 'samawati': 0.05, 'kijani': 0.02, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.32, 'manjano': 0.29, 'rangi chungwa': 0.21, 'samawati': 0.08, 'urujuani': 0.07, 'kijani': 0.03, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.35, 'nyekundu': 0.3, 'rangi chungwa': 0.16, 'urujuani': 0.11, 'samawati': 0.06, 'kijani': 0.02, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini China?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,manjano,"{'manjano': 0.41, 'nyekundu': 0.25, 'rangi chungwa': 0.17, 'urujuani': 0.08, 'samawati': 0.06, 'kijani': 0.02, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini India?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.3, 'nyekundu': 0.28, 'rangi chungwa': 0.21, 'urujuani': 0.09, 'samawati': 0.08, 'kijani': 0.03, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini uajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.3, 'nyekundu': 0.22, 'urujuani': 0.21, 'rangi chungwa': 0.18, 'samawati': 0.07, 'kijani': 0.02, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Kenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.37, 'nyekundu': 0.27, 'rangi chungwa': 0.2, 'urujuani': 0.08, 'samawati': 0.05, 'kijani': 0.02, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.42, 'nyekundu': 0.29, 'rangi chungwa': 0.15, 'urujuani': 0.08, 'samawati': 0.05, 'kijani': 0.02, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kimarekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.33, 'manjano': 0.3, 'rangi chungwa': 0.16, 'urujuani': 0.11, 'samawati': 0.06, 'kijani': 0.04, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kichina?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.52, 'nyekundu': 0.22, 'rangi chungwa': 0.13, 'urujuani': 0.07, 'samawati': 0.04, 'kijani': 0.02, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kihindi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.52, 'nyekundu': 0.22, 'rangi chungwa': 0.13, 'urujuani': 0.06, 'samawati': 0.05, 'kijani': 0.02, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kiajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'manjano': 0.26, 'nyekundu': 0.26, 'rangi chungwa': 0.19, 'samawati': 0.16, 'urujuani': 0.1, 'kijani': 0.02, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kikenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,manjano,"{'nyekundu': 0.31, 'manjano': 0.31, 'samawati': 0.15, 'rangi chungwa': 0.13, 'urujuani': 0.07, 'kijani': 0.03, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kimarekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,manjano,"{'manjano': 0.31, 'nyekundu': 0.27, 'rangi chungwa': 0.24, 'urujuani': 0.1, 'samawati': 0.05, 'kijani': 0.03, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Wamarekani huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.33, 'rangi chungwa': 0.26, 'manjano': 0.22, 'urujuani': 0.1, 'kijani': 0.04, 'samawati': 0.04, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Wachina huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.35, 'rangi chungwa': 0.25, 'manjano': 0.24, 'urujuani': 0.1, 'samawati': 0.04, 'kijani': 0.02, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Wahindi huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,manjano,"{'manjano': 0.33, 'nyekundu': 0.32, 'rangi chungwa': 0.18, 'samawati': 0.07, 'urujuani': 0.06, 'kijani': 0.03, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Waajemi huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,manjano,"{'manjano': 0.39, 'nyekundu': 0.26, 'rangi chungwa': 0.17, 'urujuani': 0.1, 'samawati': 0.05, 'kijani': 0.03, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Wakenya huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.34, 'manjano': 0.32, 'rangi chungwa': 0.14, 'urujuani': 0.09, 'samawati': 0.06, 'kijani': 0.04, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Wamarekani huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.35, 'manjano': 0.23, 'rangi chungwa': 0.22, 'urujuani': 0.09, 'samawati': 0.05, 'kijani': 0.04, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Je sherehe za harusi nchini Marekani huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.72, 'zaidi': 0.28}"
Je sherehe za harusi nchini China huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.56, 'zaidi': 0.44}"
Je sherehe za harusi nchini India huzidisha siku moja?,"chili, zaidi",zaidi,chili,"{'chili': 0.71, 'zaidi': 0.29}"
Je sherehe za harusi nchini Uajemi huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.77, 'zaidi': 0.23}"
Je sherehe za harusi nchini Kenya huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.61, 'zaidi': 0.39}"
Je sherehe za harusi nchini Marekani huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.63, 'zaidi': 0.37}"
