question,options,correct_answer,response,probabilities
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.34, 'rangi chungwa': 0.22, 'manjano': 0.19, 'samawati': 0.12, 'kijani': 0.09, 'urujuani': 0.04, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini China?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.33, 'rangi chungwa': 0.22, 'manjano': 0.18, 'samawati': 0.13, 'kijani': 0.1, 'urujuani': 0.04, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini India?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.31, 'rangi chungwa': 0.24, 'manjano': 0.21, 'kijani': 0.11, 'samawati': 0.09, 'urujuani': 0.04, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Uajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,manjano,"{'manjano': 0.33, 'nyekundu': 0.25, 'rangi chungwa': 0.22, 'kijani': 0.09, 'samawati': 0.08, 'urujuani': 0.03, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Kenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.32, 'rangi chungwa': 0.26, 'manjano': 0.17, 'kijani': 0.1, 'urujuani': 0.07, 'samawati': 0.07, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kupanda kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.31, 'rangi chungwa': 0.22, 'manjano': 0.2, 'kijani': 0.14, 'samawati': 0.09, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.44, 'rangi chungwa': 0.2, 'manjano': 0.17, 'kijani': 0.09, 'samawati': 0.06, 'urujuani': 0.03, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini China?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",kijani,nyekundu,"{'nyekundu': 0.38, 'rangi chungwa': 0.2, 'manjano': 0.19, 'kijani': 0.13, 'samawati': 0.08, 'urujuani': 0.03, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini India?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.4, 'rangi chungwa': 0.2, 'manjano': 0.2, 'kijani': 0.1, 'samawati': 0.07, 'urujuani': 0.03, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini uajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.31, 'nyekundu': 0.27, 'manjano': 0.19, 'samawati': 0.09, 'kijani': 0.09, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Kenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.4, 'rangi chungwa': 0.19, 'manjano': 0.18, 'kijani': 0.11, 'samawati': 0.07, 'urujuani': 0.03, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ipi inawakilisha kushuka kwa bei ya hisa nchini Marekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,nyekundu,"{'nyekundu': 0.42, 'rangi chungwa': 0.19, 'manjano': 0.19, 'kijani': 0.09, 'samawati': 0.07, 'urujuani': 0.03, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kimarekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.33, 'rangi chungwa': 0.32, 'manjano': 0.14, 'kijani': 0.1, 'samawati': 0.06, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kichina?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,manjano,"{'manjano': 0.39, 'nyekundu': 0.25, 'rangi chungwa': 0.2, 'kijani': 0.07, 'samawati': 0.05, 'urujuani': 0.03, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kihindi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyekundu,rangi chungwa,"{'rangi chungwa': 0.36, 'nyekundu': 0.25, 'manjano': 0.16, 'kijani': 0.11, 'samawati': 0.07, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kiajemi?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,rangi chungwa,"{'rangi chungwa': 0.32, 'nyekundu': 0.27, 'manjano': 0.19, 'samawati': 0.08, 'kijani': 0.08, 'urujuani': 0.07, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kikenya?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,manjano,"{'manjano': 0.33, 'rangi chungwa': 0.26, 'nyekundu': 0.23, 'kijani': 0.07, 'samawati': 0.06, 'urujuani': 0.03, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Rangi ya mavazi ya bibi harusi huwa ipi katika ndoa ya Kimarekani?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,manjano,"{'manjano': 0.33, 'rangi chungwa': 0.27, 'nyekundu': 0.25, 'kijani': 0.07, 'samawati': 0.05, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Wamarekani huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.4, 'rangi chungwa': 0.19, 'manjano': 0.15, 'kijani': 0.11, 'samawati': 0.1, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Wachina huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.32, 'rangi chungwa': 0.24, 'manjano': 0.19, 'kijani': 0.14, 'samawati': 0.07, 'urujuani': 0.04, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Wahindi huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeupe,nyekundu,"{'nyekundu': 0.33, 'rangi chungwa': 0.25, 'manjano': 0.17, 'kijani': 0.13, 'samawati': 0.09, 'urujuani': 0.04, 'nyeusi': 0.01, 'nyeupe': 0.0}"
Waajemi huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.33, 'rangi chungwa': 0.22, 'manjano': 0.19, 'kijani': 0.11, 'samawati': 0.09, 'urujuani': 0.05, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Wakenya huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,manjano,"{'manjano': 0.34, 'nyekundu': 0.28, 'rangi chungwa': 0.16, 'kijani': 0.1, 'samawati': 0.07, 'urujuani': 0.04, 'nyeusi': 0.0, 'nyeupe': 0.0}"
Wamarekani huvaa mavazi ya rangi gani kwenye mazishi ya kitamaduni?,"nyekundu, manjano, samawati, rangi chungwa, kijani, urujuani, nyeusi, nyeupe",nyeusi,nyekundu,"{'nyekundu': 0.31, 'manjano': 0.2, 'rangi chungwa': 0.19, 'samawati': 0.14, 'kijani': 0.1, 'urujuani': 0.05, 'nyeupe': 0.0, 'nyeusi': 0.0}"
Je sherehe za harusi nchini Marekani huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.87, 'zaidi': 0.13}"
Je sherehe za harusi nchini China huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.98, 'zaidi': 0.02}"
Je sherehe za harusi nchini India huzidisha siku moja?,"chili, zaidi",zaidi,chili,"{'chili': 0.85, 'zaidi': 0.15}"
Je sherehe za harusi nchini Uajemi huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.87, 'zaidi': 0.13}"
Je sherehe za harusi nchini Kenya huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.97, 'zaidi': 0.03}"
Je sherehe za harusi nchini Marekani huzidisha siku moja?,"chili, zaidi",chili,chili,"{'chili': 0.87, 'zaidi': 0.13}"
