question,options,correct_answer,response,probabilities
در ایالت متحده آمریکا خدمتکار بودن یه خانواده رایج یا نادر است؟,"رایج, نادر",نادر,نادر,"{'نادر': 0.54, 'رایج': 0.46}"
ایالت متحده آمریکا در چه ناحیه جغرافیایی است؟,"استوایی, معتدل, خشک, اقلیمی, قطبی",معتدل,استوایی,"{'استوایی': 0.4, 'اقلیمی': 0.22, 'معتدل': 0.19, 'قطبی': 0.11, 'خشک': 0.07}"
چین در چه ناحیه جغرافیایی است؟,"استوایی, معتدل, خشک, اقلیمی, قطبی",معتدل,استوایی,"{'استوایی': 0.4, 'اقلیمی': 0.22, 'معتدل': 0.21, 'قطبی': 0.1, 'خشک': 0.07}"
هند در چه ناحیه جغرافیایی است؟,"استوایی, معتدل, خشک, اقلیمی, قطبی",استوایی,استوایی,"{'استوایی': 0.43, 'اقلیمی': 0.22, 'معتدل': 0.19, 'قطبی': 0.1, 'خشک': 0.06}"
ایران در چه ناحیه جغرافیایی است؟,"استوایی, معتدل, خشک, اقلیمی, قطبی",معتدل,استوایی,"{'استوایی': 0.46, 'اقلیمی': 0.18, 'معتدل': 0.16, 'قطبی': 0.12, 'خشک': 0.08}"
کنیا در چه ناحیه جغرافیایی است؟,"استوایی, معتدل, خشک, اقلیمی, قطبی",استوایی,استوایی,"{'استوایی': 0.44, 'اقلیمی': 0.2, 'معتدل': 0.18, 'قطبی': 0.1, 'خشک': 0.08}"
ایالت متحده آمریکا در چه ناحیه جغرافیایی است؟,"استوایی, معتدل, خشک, اقلیمی, قطبی",معتدل,استوایی,"{'استوایی': 0.38, 'اقلیمی': 0.25, 'معتدل': 0.18, 'قطبی': 0.12, 'خشک': 0.07}"
افزایش قیمت بورس در ایالت متحده آمریکا با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سبز,نارنجی,"{'نارنجی': 0.43, 'بنفش': 0.16, 'قرمز': 0.11, 'سیاه': 0.09, 'سفید': 0.07, 'سبز': 0.05, 'زرد': 0.05, 'آبی': 0.04}"
افزایش قیمت بورس در چین با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.42, 'بنفش': 0.17, 'قرمز': 0.09, 'سیاه': 0.08, 'سفید': 0.07, 'سبز': 0.06, 'آبی': 0.05, 'زرد': 0.05}"
افزایش قیمت بورس در هند با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سبز,نارنجی,"{'نارنجی': 0.42, 'بنفش': 0.15, 'سفید': 0.11, 'قرمز': 0.1, 'سیاه': 0.08, 'زرد': 0.05, 'آبی': 0.05, 'سبز': 0.04}"
افزایش قیمت بورس در ایران با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سبز,نارنجی,"{'نارنجی': 0.4, 'بنفش': 0.17, 'سفید': 0.12, 'قرمز': 0.1, 'سیاه': 0.08, 'زرد': 0.05, 'سبز': 0.04, 'آبی': 0.04}"
افزایش قیمت بورس در کنیا با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سبز,نارنجی,"{'نارنجی': 0.41, 'بنفش': 0.15, 'قرمز': 0.14, 'سیاه': 0.08, 'سفید': 0.07, 'زرد': 0.05, 'آبی': 0.05, 'سبز': 0.04}"
افزایش قیمت بورس در ایالت متحده آمریکا با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",نارنجی,نارنجی,"{'نارنجی': 0.42, 'بنفش': 0.15, 'قرمز': 0.11, 'سیاه': 0.09, 'سفید': 0.07, 'سبز': 0.06, 'زرد': 0.05, 'آبی': 0.04}"
کاهش قیمت بورس در ایالت متحده آمریکا با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.41, 'بنفش': 0.18, 'قرمز': 0.11, 'سیاه': 0.09, 'سفید': 0.07, 'زرد': 0.06, 'سبز': 0.05, 'آبی': 0.04}"
کاهش قیمت بورس در چین با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سبز,نارنجی,"{'نارنجی': 0.4, 'بنفش': 0.17, 'قرمز': 0.14, 'سیاه': 0.08, 'سفید': 0.06, 'زرد': 0.05, 'سبز': 0.05, 'آبی': 0.05}"
کاهش قیمت بورس در هند با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.4, 'بنفش': 0.18, 'سیاه': 0.11, 'قرمز': 0.1, 'سفید': 0.07, 'آبی': 0.05, 'زرد': 0.05, 'سبز': 0.04}"
کاهش قیمت بورس در ایران با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.41, 'بنفش': 0.17, 'قرمز': 0.1, 'سیاه': 0.09, 'سفید': 0.08, 'زرد': 0.06, 'آبی': 0.05, 'سبز': 0.05}"
کاهش قیمت بورس در کنیا با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.39, 'بنفش': 0.21, 'قرمز': 0.1, 'سیاه': 0.09, 'سفید': 0.06, 'زرد': 0.05, 'سبز': 0.05, 'آبی': 0.05}"
کاهش قیمت بورس در ایالت متحده آمریکا با چه رنگی مشخص می شود؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سبز,نارنجی,"{'نارنجی': 0.41, 'بنفش': 0.17, 'قرمز': 0.11, 'سیاه': 0.09, 'سفید': 0.07, 'زرد': 0.06, 'سبز': 0.05, 'آبی': 0.05}"
در مراسم های عروسی آمریکایی ها رنگ لباس عروس معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سفید,نارنجی,"{'نارنجی': 0.41, 'بنفش': 0.13, 'قرمز': 0.13, 'سیاه': 0.1, 'سفید': 0.07, 'سبز': 0.06, 'زرد': 0.05, 'آبی': 0.03}"
در مراسم های عروسی چینی ها رنگ لباس عروس معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.41, 'قرمز': 0.13, 'بنفش': 0.13, 'سفید': 0.09, 'سیاه': 0.09, 'سبز': 0.06, 'زرد': 0.05, 'آبی': 0.04}"
در مراسم های عروسی هندی ها رنگ لباس عروس معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",قرمز,نارنجی,"{'نارنجی': 0.42, 'بنفش': 0.14, 'قرمز': 0.13, 'سیاه': 0.09, 'زرد': 0.06, 'سفید': 0.06, 'سبز': 0.06, 'آبی': 0.04}"
در مراسم های عروسی ایرانی ها رنگ لباس عروس معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سفید,نارنجی,"{'نارنجی': 0.44, 'قرمز': 0.13, 'بنفش': 0.12, 'سیاه': 0.09, 'سفید': 0.07, 'سبز': 0.06, 'زرد': 0.05, 'آبی': 0.04}"
در مراسم های عروسی کنیای ها رنگ لباس عروس معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سفید,نارنجی,"{'نارنجی': 0.39, 'بنفش': 0.17, 'قرمز': 0.14, 'سیاه': 0.09, 'سفید': 0.07, 'سبز': 0.06, 'زرد': 0.05, 'آبی': 0.04}"
در مراسم های عروسی آمریکایی ها رنگ لباس عروس معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سفید,نارنجی,"{'نارنجی': 0.4, 'قرمز': 0.14, 'بنفش': 0.14, 'سیاه': 0.09, 'سفید': 0.07, 'سبز': 0.06, 'آبی': 0.05, 'زرد': 0.05}"
در مراسم های وفات آمریکایی ها رنگ لباس ها معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سیاه,نارنجی,"{'نارنجی': 0.41, 'قرمز': 0.13, 'بنفش': 0.13, 'سیاه': 0.1, 'سبز': 0.07, 'سفید': 0.07, 'آبی': 0.05, 'زرد': 0.05}"
در مراسم های وفات چینی ها رنگ لباس ها معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سفید,نارنجی,"{'نارنجی': 0.42, 'قرمز': 0.13, 'بنفش': 0.13, 'سیاه': 0.09, 'سفید': 0.07, 'زرد': 0.06, 'سبز': 0.06, 'آبی': 0.04}"
در مراسم های وفات هندی ها رنگ لباس ها معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سفید,نارنجی,"{'نارنجی': 0.42, 'قرمز': 0.14, 'بنفش': 0.13, 'سیاه': 0.09, 'سفید': 0.06, 'سبز': 0.06, 'زرد': 0.05, 'آبی': 0.04}"
در مراسم های وفات ایرانی ها رنگ لباس ها معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سیاه,نارنجی,"{'نارنجی': 0.42, 'بنفش': 0.13, 'قرمز': 0.13, 'سیاه': 0.09, 'سفید': 0.06, 'سبز': 0.06, 'آبی': 0.05, 'زرد': 0.05}"
در مراسم های وفات کنیای ها رنگ لباس ها معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سیاه,نارنجی,"{'نارنجی': 0.4, 'بنفش': 0.14, 'قرمز': 0.14, 'سیاه': 0.1, 'سبز': 0.06, 'سفید': 0.06, 'زرد': 0.05, 'آبی': 0.04}"
در مراسم های وفات آمریکایی ها رنگ لباس ها معمولا چه رنگی است؟,"سبز, قرمز, زرد, آبی, نارنجی, بنفش, سیاه, سفید",سیاه,نارنجی,"{'نارنجی': 0.41, 'قرمز': 0.13, 'بنفش': 0.13, 'سیاه': 0.11, 'سفید': 0.08, 'سبز': 0.07, 'زرد': 0.05, 'آبی': 0.03}"
آیا در ایالت متحده آمریکا مراسم های عروسی معمولا بیشتر از یک روز طول می کشد؟,"کمتر, بیشتر",کمتر,بیشتر,"{'بیشتر': 0.66, 'کمتر': 0.34}"
آیا در چین مراسم های عروسی معمولا بیشتر از یک روز طول می کشد؟,"کمتر, بیشتر",کمتر,بیشتر,"{'بیشتر': 0.66, 'کمتر': 0.34}"
آیا در هند مراسم های عروسی معمولا بیشتر از یک روز طول می کشد؟,"کمتر, بیشتر",بیشتر,بیشتر,"{'بیشتر': 0.66, 'کمتر': 0.34}"
آیا در ایران مراسم های عروسی معمولا بیشتر از یک روز طول می کشد؟,"کمتر, بیشتر",کمتر,بیشتر,"{'بیشتر': 0.66, 'کمتر': 0.34}"
آیا در کنیا مراسم های عروسی معمولا بیشتر از یک روز طول می کشد؟,"کمتر, بیشتر",کمتر,بیشتر,"{'بیشتر': 0.68, 'کمتر': 0.32}"
آیا در ایالت متحده آمریکا مراسم های عروسی معمولا بیشتر از یک روز طول می کشد؟,"کمتر, بیشتر",کمتر,بیشتر,"{'بیشتر': 0.61, 'کمتر': 0.39}"
